User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
539,Yogurt,Dairy,551,44.2,38.6,25.5,0.9,29.2,823,8,Breakfast,731
565,Carrot,Vegetables,171,8.5,5.2,30.1,7.2,47.9,170,280,Breakfast,855
586,Salmon,Meat,494,33.1,92,46.6,3.6,30.3,156,55,Dinner,723
437,Paneer,Dairy,247,2.6,48.7,7.7,7.9,14.3,760,71,Lunch,852
39,Pork Chop,Meat,363,19.8,84.7,16.4,3.6,46.1,595,54,Breakfast,664
593,Potato,Vegetables,242,11.6,97.5,14.1,4.4,32.9,505,92,Snack,485
738,Eggs,Meat,589,24.5,24.1,20.8,8.6,2.9,661,13,Dinner,248
835,Oats,Grains,264,16.7,11.1,4.1,2.6,16.7,195,169,Dinner,412
937,Tomato,Vegetables,402,2.4,77,25.6,4.2,21.6,883,0,Snack,735
13,Chips,Snacks,554,39.7,86.3,38.2,2.5,47.1,143,171,Dinner,980
416,Oats,Grains,572,42.3,29.4,40.5,1.8,29.1,139,202,Breakfast,513
517,Grapes,Fruits,154,35.6,48.7,2.1,1.4,37.3,594,8,Dinner,159
132,Banana,Fruits,217,1.5,89.4,19.5,0.3,40.3,656,115,Snack,116
921,Chocolate,Snacks,51,44.7,53.3,34.5,2.1,39.9,604,78,Snack,328
6,Yogurt,Dairy,527,29.5,27.7,2.1,5.5,14.7,237,85,Snack,394
362,Butter,Dairy,284,39.8,58.5,32.8,8.4,20.5,293,179,Breakfast,624
501,Carrot,Vegetables,348,21.9,79.9,21.8,1.5,48.3,941,163,Lunch,132
675,Milkshake,Beverages,173,30.2,63,45.4,4.3,40.5,532,119,Dinner,840
614,Milk,Dairy,377,9.8,88.1,33.2,1,26.5,427,14,Breakfast,988
439,Carrot,Vegetables,472,4.2,24.6,32.4,0.1,44.9,753,23,Dinner,898
196,Orange,Fruits,131,40.3,29.3,38.3,6.7,5.9,863,277,Dinner,858
223,Chocolate,Snacks,52,10.5,96.5,27.6,8.3,34.2,265,78,Lunch,251
221,Beef Steak,Meat,295,30.7,90.5,28.5,3.9,21.9,171,55,Dinner,181
745,Nuts,Snacks,370,25.3,18,18.2,8.3,15.8,140,148,Snack,125
760,Yogurt,Dairy,317,40.7,93.1,7.8,8.9,27.3,908,227,Breakfast,835
128,Grapes,Fruits,145,47.2,25.9,12.3,3.2,40.9,805,105,Snack,936
808,Potato,Vegetables,512,5,57.1,34.9,1.8,32.3,692,271,Lunch,456
319,Tomato,Vegetables,199,35.9,81.1,17.7,1.7,20,981,231,Breakfast,820
14,Banana,Fruits,336,5.6,28.8,10,3,1.8,77,22,Lunch,162
320,Salmon,Meat,293,47.7,66.7,17.6,7.2,18.9,950,266,Dinner,480
8,Water,Beverages,304,9.1,99.9,25.3,3.5,12.2,120,124,Lunch,979
245,Orange Juice,Beverages,257,43.7,71.4,28.6,4.7,8.9,484,237,Lunch,528
240,Orange,Fruits,235,11.2,40,7.5,6.2,25.2,300,148,Snack,457
25,Orange,Fruits,257,37.2,43.8,34.9,6.1,9.1,273,235,Breakfast,426
372,Bread,Grains,56,39.3,34.5,19.2,3.4,41.5,469,278,Lunch,117
711,Bread,Grains,108,6.1,27,13.1,0.3,18.1,505,15,Dinner,633
448,Butter,Dairy,139,14.5,21.2,46.8,6.8,27.8,587,173,Lunch,280
383,Bread,Grains,516,9.3,99.9,31.3,2.1,35,738,155,Dinner,988
326,Orange,Fruits,129,1.8,16.6,15.4,8.8,6.3,899,249,Snack,500
47,Eggs,Meat,503,1.3,7.4,42.7,1.9,1.5,568,274,Snack,548
976,Tomato,Vegetables,583,8.7,71.4,43.4,6.7,19.1,701,51,Lunch,710
213,Strawberry,Fruits,495,14.5,72.9,18.8,7.7,7.3,185,25,Lunch,544
541,Yogurt,Dairy,558,45.8,84.8,18.9,4.4,19.6,120,187,Snack,654
947,Coffee,Beverages,595,12.1,96.6,11.3,4.2,7.6,868,231,Dinner,693
840,Strawberry,Fruits,517,13.6,36.5,12.8,2.3,13.9,469,60,Breakfast,910
224,Broccoli,Vegetables,437,9.7,36.7,10.7,5.7,30.6,812,88,Breakfast,695
943,Broccoli,Vegetables,584,49.2,50.1,36.1,0.1,47.8,477,219,Lunch,175
805,Paneer,Dairy,395,45.5,12.6,32.4,4.1,16.9,413,57,Dinner,921
470,Milk,Dairy,504,16.8,53.9,5.5,1.1,14.5,896,28,Lunch,650
754,Potato,Vegetables,393,33.9,23.7,8.4,7.4,5.8,535,70,Breakfast,825
343,Cheese,Dairy,337,5.1,65.1,49.6,2.8,37.2,395,54,Lunch,119
708,Tomato,Vegetables,109,24.9,54.8,12.5,6.5,48.6,352,112,Dinner,870
953,Tomato,Vegetables,562,18.8,14.9,23.2,4.6,37.1,899,139,Lunch,542
414,Potato,Vegetables,543,6,86.3,22.4,0,36.3,974,290,Breakfast,505
709,Pork Chop,Meat,200,16.9,66.1,24,7,46.4,47,216,Breakfast,249
565,Bread,Grains,287,21.9,25,26.4,8.9,12.8,447,248,Lunch,938
611,Broccoli,Vegetables,389,28.7,11.5,24.3,4,21.5,260,245,Snack,516
505,Yogurt,Dairy,518,14.6,66.1,40.7,7.9,3,256,210,Dinner,194
191,Water,Beverages,467,43,29.1,27.1,4.2,25.7,555,92,Lunch,820
46,Pork Chop,Meat,251,24.7,28.7,14.9,8.1,45.2,216,130,Breakfast,107
421,Strawberry,Fruits,215,43.6,20.5,44.8,1.6,41.8,138,68,Snack,230
806,Banana,Fruits,335,15.7,68.2,11,4.3,47.2,935,9,Snack,701
956,Butter,Dairy,237,39.8,35.5,22.1,5.3,15.9,586,298,Snack,350
218,Salmon,Meat,487,4.7,56.4,1.4,8.4,34.6,246,253,Lunch,188
120,Milkshake,Beverages,421,13.5,89.1,7.1,7.7,39.3,708,49,Breakfast,427
28,Cheese,Dairy,278,8.8,7.6,24.1,8.6,7.9,283,275,Dinner,912
736,Coffee,Beverages,582,5.5,13.9,4,9.8,26.2,983,277,Snack,975
499,Yogurt,Dairy,245,1.9,86.6,28.5,5.5,24.1,225,214,Dinner,949
375,Milk,Dairy,52,15.8,58.7,12.3,5.4,33.1,162,248,Lunch,126
322,Milk,Dairy,362,33,70.9,24.7,0.6,30.9,48,0,Snack,440
785,Quinoa,Grains,78,11.4,92,36.4,7.5,47,196,114,Lunch,270
803,Banana,Fruits,428,15.9,88.3,44.2,6.4,33.9,589,188,Breakfast,722
921,Salmon,Meat,587,2.2,61.7,45.1,7.1,41.3,339,67,Breakfast,779
121,Strawberry,Fruits,74,18.4,54.3,13.3,4.1,22.1,484,174,Dinner,932
815,Nuts,Snacks,537,26.6,93.8,25.9,3.7,22.4,503,200,Breakfast,429
532,Milkshake,Beverages,600,39.4,74.9,41.7,4.5,46.8,351,153,Snack,282
191,Chips,Snacks,161,12.2,21.8,38.5,4.6,16.6,647,198,Lunch,233
199,Cookies,Snacks,332,40,70.4,44.3,0.1,36.1,13,159,Snack,589
720,Pork Chop,Meat,140,46.3,50,10,4.9,9.4,395,60,Snack,910
641,Banana,Fruits,411,17.8,53.7,43,3.2,12.5,497,12,Snack,260
353,Green Tea,Beverages,379,20.9,42.1,35.9,6,1.7,238,101,Lunch,763
637,Nuts,Snacks,517,22.5,79.2,27.7,6.9,49.3,842,290,Breakfast,657
858,Broccoli,Vegetables,200,31.2,7.9,17.9,1.3,9.5,383,113,Breakfast,821
352,Paneer,Dairy,345,24.1,66.1,45.1,2.2,40.2,161,115,Dinner,869
401,Chicken Breast,Meat,298,42.6,47.5,14.2,5,26.3,800,14,Dinner,392
868,Popcorn,Snacks,415,31.5,33.9,48.6,1.9,29.6,326,187,Breakfast,405
476,Rice,Grains,152,35,46.4,23.8,9.4,25.8,62,170,Dinner,217
434,Butter,Dairy,381,39.6,78.1,32.1,0.8,39,134,87,Snack,678
691,Pork Chop,Meat,328,23.2,20.3,23.2,6.7,46.7,677,68,Lunch,963
415,Oats,Grains,329,6.9,77.9,22.1,0.4,3.2,158,81,Snack,806
95,Tomato,Vegetables,495,20.4,77.7,12.1,0.7,15.7,685,124,Dinner,218
316,Cheese,Dairy,557,37.9,31.5,49.3,3.6,7.4,986,139,Lunch,381
926,Strawberry,Fruits,149,39.2,41.3,19.1,0.6,42.9,390,53,Dinner,701
807,Orange Juice,Beverages,578,22.4,15.2,2,9.3,8.6,951,183,Snack,722
209,Broccoli,Vegetables,165,12.8,23.4,36.8,6.6,41.7,19,300,Lunch,152
403,Nuts,Snacks,566,7.7,52.9,12.6,10,22,980,285,Snack,735
573,Strawberry,Fruits,269,46,95.8,24.9,8.5,35,267,256,Lunch,757
482,Quinoa,Grains,263,8.4,76.9,16.4,5.4,9.6,26,5,Dinner,295
387,Pasta,Grains,463,7.6,53.5,45.4,0.6,23.8,794,70,Snack,475
186,Chocolate,Snacks,420,34.1,41.2,39.4,4.7,41.6,269,146,Breakfast,568
919,Orange Juice,Beverages,148,49.8,35,44.8,2.2,40.2,598,202,Lunch,716
973,Milk,Dairy,66,7.1,62.3,41.9,5.2,31.5,783,143,Snack,612
278,Pork Chop,Meat,585,49.7,12,4.9,1.5,5.2,624,163,Dinner,616
365,Apple,Fruits,161,44.8,22.6,9.1,5.7,17.6,453,293,Breakfast,771
182,Cookies,Snacks,546,48.6,76.7,37.2,2.9,8.6,495,166,Snack,536
795,Orange,Fruits,347,36,8.5,29.5,0.3,48.7,462,238,Dinner,745
276,Eggs,Meat,207,15,68.8,31.7,9.8,1.6,376,266,Snack,296
890,Orange,Fruits,595,36,14.1,37,7.4,36.7,95,99,Dinner,861
896,Spinach,Vegetables,271,38.9,62.5,44.1,3.9,15.5,853,196,Snack,241
339,Cookies,Snacks,596,27.2,57.8,33.1,8.5,38.3,89,152,Lunch,869
167,Tomato,Vegetables,296,9.8,11.4,7.3,8.9,3.4,382,272,Dinner,124
588,Apple,Fruits,510,32.1,83.8,21.5,6.5,16.4,422,267,Snack,529
973,Orange,Fruits,436,41.3,74.7,45.8,4.2,25.4,722,166,Breakfast,485
73,Rice,Grains,64,48.2,90,10.8,3.2,5.9,316,5,Snack,562
907,Orange,Fruits,507,46.7,59.8,7.2,4,23.5,697,27,Dinner,224
943,Butter,Dairy,114,45.8,13.1,33.2,3,38.4,540,239,Dinner,765
906,Grapes,Fruits,485,40.6,95.1,4.9,3.1,1.7,433,228,Snack,537
883,Water,Beverages,235,25.1,73.2,41.4,6.6,45.8,927,177,Lunch,209
714,Orange,Fruits,321,14.1,69.7,25.8,1.4,49.7,522,223,Dinner,791
845,Cookies,Snacks,235,21,67.2,22.7,9.9,42.9,947,266,Lunch,952
310,Chicken Breast,Meat,164,11.6,38.4,27.9,1.6,26.1,344,272,Lunch,900
111,Orange,Fruits,282,1.7,61.1,5.2,8.4,14.3,798,245,Snack,541
310,Grapes,Fruits,554,45.9,89.6,39.3,1.9,41.2,609,32,Dinner,618
579,Green Tea,Beverages,523,16.4,72.3,35.5,5.7,0.9,533,179,Breakfast,151
995,Cheese,Dairy,428,32.1,51.8,33.6,9.1,24.8,438,222,Dinner,915
931,Pork Chop,Meat,346,31.6,11.4,30.7,2.8,12.7,950,300,Snack,963
840,Tomato,Vegetables,330,42.3,87,12.8,2.9,28.6,701,108,Lunch,967
886,Quinoa,Grains,358,17.6,76.8,9.9,4.9,36.6,147,206,Breakfast,524
219,Beef Steak,Meat,331,39,8.7,13.5,3.6,26,706,189,Dinner,589
854,Eggs,Meat,289,21.1,43,3.8,2.6,27,775,74,Breakfast,374
959,Broccoli,Vegetables,440,41.8,11.3,36.6,5.7,35.4,805,293,Dinner,576
105,Chips,Snacks,131,20.9,14.5,13.1,8.5,2.5,834,163,Breakfast,737
35,Spinach,Vegetables,465,14.1,69.6,49.9,7.9,46.6,701,269,Dinner,976
922,Eggs,Meat,70,29.8,47.5,31.5,9.1,18.2,456,282,Dinner,390
269,Beef Steak,Meat,463,38.3,32,46.2,1.6,20.1,789,265,Dinner,869
858,Cheese,Dairy,324,32.1,77.7,19.4,9,47.9,292,245,Dinner,822
986,Quinoa,Grains,368,46,99.1,29,4.9,49.8,284,189,Dinner,318
536,Spinach,Vegetables,193,28.4,6.1,31.8,0.8,5,432,49,Lunch,230
325,Orange,Fruits,396,17.6,45.5,43.4,0.6,18.6,377,283,Lunch,990
237,Pork Chop,Meat,260,16.3,26.2,22.5,0.4,34.5,696,279,Dinner,999
687,Orange,Fruits,342,38.2,22.9,33.2,2.6,36.3,292,202,Dinner,864
829,Milk,Dairy,307,35.5,30.3,32.6,5.3,20.1,878,1,Lunch,964
314,Potato,Vegetables,58,24.8,59.5,39.5,0,7.5,175,282,Lunch,555
111,Banana,Fruits,516,34.9,49.9,5.3,8.6,27.3,15,236,Breakfast,678
626,Pork Chop,Meat,543,21.5,14.7,17.5,9.7,42,97,270,Snack,318
341,Orange Juice,Beverages,497,17.4,99.3,15.9,7.7,6,435,41,Lunch,378
258,Orange Juice,Beverages,515,45.5,60.7,36.4,5.8,45.6,648,173,Snack,341
223,Grapes,Fruits,391,20.8,87.5,9.9,8.8,0,389,242,Dinner,612
107,Milkshake,Beverages,566,27.2,48.8,23.4,9.9,39.8,610,101,Snack,725
557,Cookies,Snacks,144,17.4,39.1,7.7,5.6,49.3,13,278,Snack,608
471,Orange Juice,Beverages,175,29.6,99.4,39.4,5.9,3.1,165,70,Snack,541
85,Orange Juice,Beverages,368,41.2,51.4,16.3,3.3,26.9,654,97,Snack,986
222,Banana,Fruits,307,1.5,74.4,46.6,4.2,37.4,158,260,Snack,488
910,Green Tea,Beverages,582,1.7,44.7,2.6,5.9,37.2,541,237,Breakfast,726
694,Grapes,Fruits,245,41.3,95,29,6.5,23.7,940,95,Snack,554
528,Potato,Vegetables,313,19.5,39,16.1,1.3,27.4,298,167,Snack,508
403,Apple,Fruits,445,3.3,88.9,26.4,2.6,1.5,412,21,Breakfast,445
347,Orange Juice,Beverages,430,49.1,49.8,24.8,8.4,0.4,169,174,Dinner,856
739,Oats,Grains,243,6.7,40.3,28.8,5.6,29,399,3,Dinner,373
424,Oats,Grains,546,36.2,81.9,42.2,4.3,27.8,778,67,Lunch,341
137,Chicken Breast,Meat,51,31.9,91.6,43.2,6.3,38.6,326,0,Dinner,517
17,Green Tea,Beverages,280,1.2,65.5,40.5,9.8,48.2,896,17,Dinner,736
461,Beef Steak,Meat,243,21.5,22.2,32.7,9.3,5.8,791,234,Lunch,693
152,Strawberry,Fruits,421,31.4,42.1,14.3,9.4,8.7,631,82,Breakfast,977
144,Grapes,Fruits,366,29.6,64.2,26.6,7.1,15,757,169,Lunch,448
320,Butter,Dairy,426,10.5,67.6,13.8,8.7,2.5,820,289,Breakfast,497
915,Banana,Fruits,204,28.2,62.7,40.3,9.9,31.8,12,53,Lunch,402
736,Milkshake,Beverages,225,40.6,97,8.3,3.2,47.4,410,114,Lunch,806
188,Tomato,Vegetables,307,20.1,11,21.9,2.8,16.4,5,96,Dinner,186
284,Bread,Grains,405,30,68,35,3.9,49.3,425,195,Lunch,221
265,Pasta,Grains,362,6.3,53.9,15,9.3,40.5,702,206,Dinner,220
456,Broccoli,Vegetables,234,41.8,82.1,24.4,4.8,36.7,360,69,Breakfast,144
124,Chips,Snacks,437,25.6,68.2,34.1,1.8,17.9,530,245,Breakfast,236
192,Apple,Fruits,185,46.2,82.6,35.5,3.8,36.2,287,180,Dinner,572
477,Banana,Fruits,101,20.5,91.9,37.3,0.1,25.8,997,14,Breakfast,177
207,Chocolate,Snacks,210,6.7,19.3,43.4,8.8,12.2,288,69,Lunch,885
731,Carrot,Vegetables,74,22.1,88.7,23.3,8.3,17.3,522,68,Dinner,821
324,Cheese,Dairy,393,10.7,78.6,36.3,5.6,5.2,631,271,Lunch,868
682,Broccoli,Vegetables,580,39.1,63,8.2,5.2,11.8,376,132,Breakfast,433
907,Carrot,Vegetables,383,47.1,34.9,19.5,8.9,9.4,190,298,Dinner,917
606,Quinoa,Grains,71,22,41,15.5,0.4,29.6,656,115,Breakfast,749
221,Pork Chop,Meat,361,32.7,9.5,37,2.3,33.9,921,79,Lunch,488
60,Nuts,Snacks,325,39.1,93.2,48.2,1.8,7.2,98,25,Breakfast,608
958,Carrot,Vegetables,161,49.5,35.7,39.5,4.8,15.9,649,171,Breakfast,388
492,Butter,Dairy,95,48.9,6.2,11.1,9.1,42.9,414,257,Snack,517
466,Apple,Fruits,378,11.4,98.3,9.8,9.9,11.9,206,77,Dinner,484
148,Eggs,Meat,265,23.2,51.7,44.7,2.1,14.7,811,169,Snack,242
768,Bread,Grains,75,2,96.5,48.1,1.7,9.2,538,85,Dinner,719
12,Banana,Fruits,244,26.1,38.5,32.6,5.4,48.9,544,107,Breakfast,220
569,Broccoli,Vegetables,298,41,63.3,7.6,2.3,40.7,85,55,Snack,705
463,Green Tea,Beverages,166,48.5,20.2,14.3,9.8,0.5,542,45,Lunch,968
68,Strawberry,Fruits,235,48.1,54.1,14.4,4.9,30.4,283,253,Dinner,165
783,Cookies,Snacks,356,29.9,24.1,14.3,1.3,12.7,357,277,Breakfast,278
635,Carrot,Vegetables,400,31.1,45.5,37.7,7.9,47.6,332,252,Dinner,411
739,Spinach,Vegetables,137,12.4,26.3,15.3,4.3,44.6,518,35,Snack,967
778,Quinoa,Grains,379,45.9,30.7,14.8,0.2,39.7,428,150,Snack,479
645,Salmon,Meat,196,46.4,44.4,39.5,9.9,44.4,403,96,Snack,949
371,Bread,Grains,66,34.2,58.7,23.3,6.1,24.3,636,13,Lunch,380
893,Milkshake,Beverages,463,22.9,57.1,49.8,6.7,44.7,249,275,Snack,204
980,Orange Juice,Beverages,88,46.2,60,41.4,7.3,37.5,499,198,Dinner,397
519,Chicken Breast,Meat,98,5.2,47.4,23.6,0.1,0.2,432,238,Dinner,845
330,Broccoli,Vegetables,371,45.4,95.9,12.9,5.3,9.1,548,235,Breakfast,637
475,Butter,Dairy,122,28.2,59.7,22.7,0.3,5.3,337,119,Breakfast,261
608,Green Tea,Beverages,241,49.4,68.7,26,2.7,26.3,374,85,Breakfast,448
576,Quinoa,Grains,278,4.5,5.4,9.9,3.2,22,853,100,Breakfast,729
63,Broccoli,Vegetables,319,47.8,6.7,2.2,0.4,12.6,10,50,Lunch,778
688,Spinach,Vegetables,486,40.2,89.4,37.5,4.7,24.4,850,70,Lunch,858
135,Milk,Dairy,174,49.7,40.2,36.4,3.9,7,946,250,Snack,863
916,Pasta,Grains,477,44.4,9.5,43.9,3.3,13.7,325,11,Snack,129
955,Chips,Snacks,211,5.1,5.5,47.5,4,29.9,860,98,Lunch,255
82,Grapes,Fruits,255,26.3,88.8,14.1,0.6,43,170,177,Lunch,695
968,Grapes,Fruits,160,6.8,35.5,41.7,6.1,3.9,961,70,Snack,279
380,Orange Juice,Beverages,345,17,89.9,14.2,3.4,22.4,589,151,Lunch,165
737,Eggs,Meat,429,25.2,35.6,47.8,1.8,18.2,263,192,Breakfast,606
919,Quinoa,Grains,539,35.3,40,5.1,2,37.2,749,122,Breakfast,876
565,Green Tea,Beverages,454,30.9,22.8,18.9,1.7,35.9,392,77,Lunch,320
549,Coffee,Beverages,438,21.9,55.2,37.3,9.8,39.3,29,48,Breakfast,933
422,Potato,Vegetables,359,8.8,83.1,15.3,6,27.4,595,210,Lunch,946
269,Salmon,Meat,111,17.9,52.1,45.2,0.4,18.1,758,13,Breakfast,253
243,Eggs,Meat,422,36.2,31.3,36.6,5.7,43.2,299,50,Dinner,848
35,Green Tea,Beverages,517,33.1,6.1,33.6,3.8,35.8,487,233,Snack,952
617,Nuts,Snacks,173,29.9,32.3,8.8,5.7,37.7,502,230,Breakfast,101
604,Coffee,Beverages,254,40.2,98.7,12.7,9.6,18,466,67,Lunch,879
951,Eggs,Meat,74,30.6,31.2,44.2,1.4,44.2,190,47,Dinner,133
93,Popcorn,Snacks,374,26.5,81,47.8,9,44.5,456,257,Snack,211
46,Paneer,Dairy,475,20.5,5.5,33.7,2.4,6,884,172,Snack,339
27,Apple,Fruits,215,33.1,11.9,20.5,6.4,37.9,749,9,Lunch,705
32,Grapes,Fruits,517,39.9,9.4,47.5,7.1,12.9,508,79,Dinner,628
870,Popcorn,Snacks,210,30.1,95,7,0.4,41.2,432,147,Snack,629
622,Chicken Breast,Meat,433,29,94.8,4.5,1,29.5,325,37,Dinner,743
848,Rice,Grains,225,23.4,58.9,6.6,5.4,16.4,167,237,Snack,502
255,Chocolate,Snacks,517,32.9,93.2,43.2,3,37.4,534,197,Lunch,242
332,Cheese,Dairy,417,16.6,33.4,11.9,8.7,8.7,181,41,Snack,817
860,Potato,Vegetables,85,21.9,80,32.5,3.5,40.7,883,268,Breakfast,898
270,Orange,Fruits,522,29.6,49.9,5.9,7.5,37.2,978,244,Breakfast,361
744,Grapes,Fruits,544,49.1,73,28.5,9.9,35.3,445,9,Snack,679
959,Paneer,Dairy,412,27.7,33.4,41.9,2.7,23.6,149,183,Lunch,916
516,Rice,Grains,438,19,77.8,17.2,5.9,36,348,113,Breakfast,629
788,Cheese,Dairy,360,15,56.7,34.1,1,7.9,34,29,Snack,281
154,Paneer,Dairy,297,31.2,82.2,10.1,7.3,10.6,673,294,Breakfast,863
323,Water,Beverages,585,23.7,78.1,29.3,4.5,24.1,13,73,Dinner,569
324,Pork Chop,Meat,304,38.4,88.5,18.7,0.7,19.7,624,29,Dinner,404
205,Popcorn,Snacks,258,6.2,6.9,48,0.7,47.8,846,177,Snack,746
179,Yogurt,Dairy,597,17.4,59.8,33.9,5.5,43.8,508,165,Breakfast,461
408,Orange,Fruits,351,22.1,10,15.7,2.7,28,439,120,Breakfast,901
928,Yogurt,Dairy,345,15.9,29.9,42.2,5.7,5.8,138,208,Snack,930
237,Orange,Fruits,113,39.7,91.2,15.3,9.1,17.8,245,43,Breakfast,909
386,Chips,Snacks,186,16.3,13.6,17.4,1.9,23.9,112,277,Dinner,696
148,Milk,Dairy,405,11.7,7.9,3.9,9,46.3,129,107,Lunch,602
367,Milk,Dairy,561,34.9,64.4,22.6,1.8,32.8,962,260,Snack,945
932,Water,Beverages,478,12.4,50.9,35.8,7.1,11.7,806,210,Breakfast,318
734,Coffee,Beverages,165,22.5,5.7,2.9,5.5,34.4,29,133,Dinner,948
476,Strawberry,Fruits,336,44.1,30.4,35.2,9.4,22.2,550,227,Dinner,903
410,Quinoa,Grains,592,13.1,49.8,24.5,1.9,29.2,802,297,Lunch,501
882,Pasta,Grains,244,45.5,21.4,25.7,1.9,22.2,918,220,Breakfast,309
385,Pork Chop,Meat,452,27.3,42.7,10.1,9.3,42.7,498,230,Lunch,487
586,Carrot,Vegetables,363,3.9,8.2,16.3,2.4,17.8,877,64,Breakfast,324
707,Apple,Fruits,111,41.4,28.4,22.9,7.3,4.6,940,186,Breakfast,575
93,Paneer,Dairy,217,7.6,68.7,25,2.4,0.2,278,247,Breakfast,837
729,Cheese,Dairy,525,37.2,38.7,5.3,0.3,20.7,693,229,Breakfast,657
995,Tomato,Vegetables,501,12.2,27.9,2,5.2,20,512,109,Lunch,792
501,Milkshake,Beverages,352,29.3,66.4,4.3,3.1,26.8,619,235,Breakfast,540
355,Apple,Fruits,312,47.1,71,33.9,0.2,18.4,746,198,Lunch,241
196,Butter,Dairy,442,47.4,54.1,46.4,0.8,39.5,883,74,Dinner,847
724,Milk,Dairy,482,15.2,97.4,38.7,7.2,44.5,464,27,Breakfast,924
115,Eggs,Meat,553,35.9,98,9,9,17,222,287,Dinner,599
842,Oats,Grains,294,12.4,95.1,41.3,2.5,23.9,51,163,Snack,881
820,Eggs,Meat,159,44.8,7.1,49.3,7.9,6.2,92,12,Lunch,319
920,Cookies,Snacks,88,5.1,27.4,47.9,8.5,31.8,242,247,Lunch,861
494,Cookies,Snacks,265,48.2,38,12.4,8.7,8.5,148,81,Lunch,450
441,Water,Beverages,372,24.8,85.6,1.3,8.1,47.8,714,231,Snack,389
358,Oats,Grains,469,11.6,96,33.5,8.8,24.8,404,111,Dinner,113
688,Orange,Fruits,540,29.5,83.3,6.3,7.3,6.5,921,202,Lunch,605
673,Popcorn,Snacks,328,33,8.8,1.2,4.2,17,360,291,Snack,824
262,Rice,Grains,69,49.5,50.4,9.3,9.8,13.2,237,273,Snack,656
911,Cheese,Dairy,201,40.2,74.6,32.3,0.4,13.4,194,115,Breakfast,617
314,Rice,Grains,317,31.2,15.7,35.4,2.7,44,497,222,Breakfast,778
538,Carrot,Vegetables,483,20.2,51.3,3.3,5.2,5.7,975,80,Dinner,894
230,Orange Juice,Beverages,80,18.1,57.7,6,5.8,8.2,730,291,Snack,916
467,Chicken Breast,Meat,297,36.1,92,25.4,0.6,36.4,119,92,Lunch,555
763,Strawberry,Fruits,583,25.6,93.3,46.9,6.3,24,107,131,Snack,585
892,Chocolate,Snacks,153,28.3,79.2,33,1.6,10.4,886,276,Snack,246
830,Bread,Grains,398,40.8,88.9,46.5,1.2,39.8,808,46,Dinner,130
569,Grapes,Fruits,383,14.2,77,5.8,0.7,44.3,375,133,Breakfast,140
721,Rice,Grains,421,29.8,83.9,16.1,5,2.9,572,135,Dinner,923
11,Carrot,Vegetables,207,45.4,9.7,42.6,3.2,35.6,22,256,Lunch,174
476,Strawberry,Fruits,434,42.5,78.7,40.3,9.7,38.9,378,136,Dinner,736
784,Nuts,Snacks,595,21.4,44.3,16,2.3,25.1,39,271,Dinner,747
846,Carrot,Vegetables,379,27.7,29.6,16.6,6.7,41.9,379,248,Snack,827
893,Yogurt,Dairy,400,25.8,91,5,9.4,37.4,219,53,Dinner,308
716,Yogurt,Dairy,255,35.4,25.3,49.8,8.8,32.2,918,44,Snack,591
342,Nuts,Snacks,545,41.2,52.3,33,6.8,12,696,149,Lunch,390
645,Carrot,Vegetables,412,42.8,48.7,14.3,9.2,18.7,891,217,Lunch,125
963,Tomato,Vegetables,397,33.7,60.7,25.6,9.3,12.8,959,142,Breakfast,995
279,Broccoli,Vegetables,394,2.6,63.2,45.4,9,34.8,899,9,Dinner,701
325,Tomato,Vegetables,211,39.2,43,35.7,3.1,19.7,116,194,Dinner,964
64,Paneer,Dairy,261,38.7,47.9,46.6,4.9,19.7,61,236,Snack,929
327,Water,Beverages,451,42.9,42.6,41.5,3.3,17.8,186,40,Breakfast,883
654,Chicken Breast,Meat,319,11.2,65.5,29,9.1,38.8,907,295,Lunch,667
524,Milk,Dairy,267,49.4,83.5,44.6,7.4,21.4,804,162,Snack,601
657,Yogurt,Dairy,325,13.4,89.3,41.5,3.6,43,418,144,Snack,248
881,Green Tea,Beverages,570,22.2,77.9,11.6,7.7,8.5,421,271,Lunch,854
501,Quinoa,Grains,85,34.3,90.3,12.8,5.4,4.7,481,64,Lunch,222
620,Cheese,Dairy,215,28.2,82.9,17.9,9,19.3,180,181,Dinner,676
432,Yogurt,Dairy,384,18.3,74.2,23.1,2,24.4,388,38,Dinner,431
705,Carrot,Vegetables,113,36,23.3,18.9,4.3,29.1,11,178,Dinner,957
877,Cheese,Dairy,566,28.3,47.2,29.2,0.6,48.5,319,40,Dinner,578
921,Eggs,Meat,261,4.7,42.8,33.2,6.8,1.3,59,172,Lunch,225
596,Potato,Vegetables,218,25.8,35.6,1.6,2.4,22.5,53,94,Snack,364
18,Eggs,Meat,157,10.6,6.2,34.4,3.7,1.3,2,292,Lunch,618
441,Chocolate,Snacks,531,20.9,39.8,39.4,2.4,46.5,431,242,Snack,433
230,Green Tea,Beverages,252,7.1,79.8,23.1,4.7,36.5,56,30,Dinner,529
940,Milk,Dairy,174,13.3,57.6,2.1,6.8,16.1,143,86,Snack,594
989,Nuts,Snacks,411,2.7,19,35,1.8,36.9,679,146,Dinner,711
922,Salmon,Meat,160,2.6,27.6,4,6,26.1,815,61,Snack,886
